artikel_id,part_number,naam,lange_naam,prijs,prijs_per_eenheid,valuta,beschikbaar,koopbaar,promo,categorie,thumbnail_url,unique_id
4535867,28226-P,HOOGSTRATEN Aardbeien 500g,HOOGSTRATEN Aardbeien 500g,"2,99","5,98",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/43/50/asset-3764350.jpg,3074457345616846082
29013,29013-P,BONI bananen ±1kg,BONI bananen ±1kg,"1,99","1,99",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/72/41/asset-3377241.jpg,3074457345616679546
3440812,29018-P,PAPILLON bananen ±1kg,PAPILLON bananen ±1kg,"2,49","2,49",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/47/81/asset-2404781.jpg,3074457345616716178
3010360,15840-P,HASS Avocado Ready2Eat,HASS Avocado Ready2Eat 0,"1,39","1,39",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/18/87/asset-2371887.jpg,3074457345616704212
29015,29015-P,EVERYDAY bananen ±1kg,EVERYDAY bananen ±1kg,"1,15","1,15",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/17/16/asset-1761716.jpg,3074457345616679548
29762,29762-P,mango ready to eat,mango ready to eat 0,"1,79","1,79",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/01/27/asset-2890127.jpg,3074457345616676672
28216,28216-P,BONI sinaasappelen,BONI sinaasappelen,"2,02","2,02",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/63/94/asset-1166394.jpg,3074457345616681070
4107013,8616-P,BONI witte druiven pitloos 500g,BONI witte druiven pitloos 500g,"2,05","4,10",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/45/75/asset-2534575.jpg,3074457345616738128
28453,28453-P,Citroenen,Citroenen,"2,78","2,78",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/06/40/asset-1700640.jpg,3074457345616681078
1007281,29581-P,BONI BIO bananen Fairtrade ±1kg,BONI BIO bananen Fairtrade ±1kg,"2,27","2,27",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/48/82/asset-2434882.jpg,3074457345616681588
29231,29231-P,BONI meloen Charentais,BONI meloen Charentais,"3,88","3,88",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/99/38/asset-1489938.jpg,3074457345616681196
4254900,21718-P,BONI rode druiven pitloos 500g,BONI rode druiven pitloos 500g,"2,33","4,66",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/45/77/asset-2534577.jpg,3074457345616749724
29769,29769-P,Limoenen,Limoenen,"3,99","3,99",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/83/83/asset-1978383.jpg,3074457345616676680
4129846,9475-P,BONI druiven pitloos mix 500g,BONI druiven pitloos mix 500g,"2,39","4,78",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/79/65/asset-3937965.jpg,3074457345616741914
2515747,28484-P,BONI BIO citroenen 500g,BONI BIO citroenen 500g,"1,89","3,78",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/72/94/asset-2217294.jpg,3074457345616696618
28312,28312-P,PAPILLON sinaasappelen,PAPILLON sinaasappelen,"3,69","3,69",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/81/15/asset-3248115.jpg,3074457345616681072
4725697,10746-P,ZESPRI Kiwi Sungold 6st,ZESPRI Kiwi Sungold 6st,"5,39","0,90",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/55/27/asset-3515527.jpg,3074457345616816100
2516855,39636-P,EVERYDAY eetappelen 2kg,EVERYDAY eetappelen 2kg,"2,79","1,40",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/37/63/asset-2913763.jpg,3074457345616693196
28517,28517-P,Kiwi Groen Bio 1st,Kiwi Groen Bio 1st,"0,70","0,70",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/84/45/asset-2368445.jpg,3074457345616681080
2827355,23612-P,Mini watermeloen,Mini watermeloen,"2,39","2,39",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/62/42/asset-2476242.jpg,3074457345616698720
28525,28525-P,Rode pompelmoezen,Rode pompelmoezen,"1,97","1,97",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/22/05/asset-1882205.jpg,3074457345616678898
3658322,16468-P,BONI hass avocado 5st,BONI hass avocado 5st,"2,46","0,49",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/37/33/asset-3373733.jpg,3074457345616721208
4257176,22412-P,BONI blauwe druiven pitloos 400g,BONI blauwe druiven pitloos 400g,"2,69","6,73",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/01/63/asset-4040163.jpg,3074457345616708460
28696,28696-P,BONI Royal Gala 6st,BONI Royal Gala 6st,"2,19","2,19",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/32/95/asset-3933295.jpg,3074457345616678920
29031,29031-P,DEL MONTE GOLD Ananas Extra,DEL MONTE GOLD Ananas Extra,"2,99","2,99",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/88/17/asset-1458817.jpg,3074457345616679554
3344115,7217-P,passievruchten,passievruchten,"12,56","12,56",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/07/42/asset-640742.jpg,3074457345616712280
3795586,41557-P,BONI appel Magic Star 6st,BONI appel Magic Star 6st,"2,69","2,69",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/32/96/asset-3933296.jpg,3074457345616729352
3277031,41826-P,EVERYDAY Sinaasappel Eet | Pers 4kg,EVERYDAY Sinaasappel Eet | Pers 4kg,"5,67","1,42",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/78/66/asset-1437866.jpg,3074457345616713064
1224850,28608-P,BONI mini appelen 8st,BONI mini appelen 8st,"2,49","2,49",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/52/82/asset-3865282.jpg,3074457345616684230
4690573,2454-P,BONI braambessen 125g,BONI braambessen 125g,"2,99","23,92",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/28/65/asset-3902865.jpg,3074457345616809268
4059274,6769-P,BONI mini magic star 6-8st,BONI mini magic star 6-8st,"2,19","2,19",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/32/97/asset-3933297.jpg,3074457345616734874
4570521,19428-P,"PAPILLON sinaasappelen 1,5kg","PAPILLON sinaasappelen 1,5kg","4,99","3,33",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/53/64/asset-3335364.jpg,3074457345616794596
3608153,29597-P,BONI BIO Avocado 2st,BONI BIO Avocado 2st,"3,15","1,58",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/53/61/asset-4015361.jpg,3074457345616719380
3148818,33288-P,BONI granaatappelpitten 100g,BONI granaatappelpitten 100g,"2,25","22,50",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/84/34/asset-3178434.jpg,3074457345616706842
1400139,29608-P,granaatappel 1st,granaatappel 1st,"1,97","1,97",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/54/88/asset-1465488.jpg,3074457345616686120
28720,28720-P,watermeloen pitarm,watermeloen pitarm,"0,99","0,99",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/55/83/asset-1515583.jpg,3074457345616678922
4893101,11667-P,BONI BIO Limoen 4st,BONI BIO Limoen 4st,"1,99","0,50",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/78/36/asset-4017836.jpg,3074457345616850618
1633048,29758-P,BONI mini Jonagold 6-8st,BONI mini Jonagold 6-8st,"2,49","2,49",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/35/26/asset-3833526.jpg,3074457345616749038
4226661,3082-P,BONI appel coryphee 6st,BONI appel coryphee 6st,"2,63","2,63",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/78/68/asset-3867868.jpg,3074457345616790130
3670730,33254-P,BONI mangostukjes 200g,BONI mangostukjes 200g,"2,16","10,80",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/17/75/asset-4061775.jpg,3074457345616719652
1446288,29431-P,BONI meloen Piel de Sapo,BONI meloen Piel de Sapo,"2,29","2,29",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/33/09/asset-2403309.jpg,3074457345616689702
4884229,14442-P,BONI Watermeloenblokjes 230g,BONI Watermeloenblokjes 230g,"2,49","10,83",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/23/73/asset-3812373.jpg,3074457345616848192
29032,29032-P,Vijgen,0 Vijgen,"0,99","0,99",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/71/58/asset-1567158.jpg,3074457345616679556
3643936,29763-P,PAPILLON mango boomgerijpt 1st,PAPILLON mango boomgerijpt 1st,"6,49","6,49",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/77/97/asset-2997797.jpg,3074457345616758260
4942674,40051-P,BONI ananasschijven 240g,BONI ananasschijven 240g,"2,89","12,05",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/49/50/asset-4084950.jpg,3074457345616869136
4707990,31592-P,BONI Meloenmix 230g,BONI Meloenmix 230g,"2,54","11,05",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/84/37/asset-3178437.jpg,3074457345616812188
4577843,28902-P,BONI kersen 450g,BONI kersen 450g,"3,95","8,78",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/16/00/asset-3391600.jpg,3074457345616795650
28721,28721-P,Peren Forelle (los),Peren Forelle (los),"3,89","3,89",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/38/16/asset-353816.jpg,3074457345616678924
3148727,20422-P,kokosnoot 1st,kokosnoot 1st,"1,69","1,69",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/00/00/asset-590000.jpg,3074457345616706312
3581848,29996-P,Cherimoya,Cherimoya 0,"1,99","1,99",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/31/67/asset-1043167.jpg,3074457345616789824
2191290,255930-P,DBP banaandoosje,DBP banaandoosje,"3,29","3,29",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/82/39/asset-1528239.jpg,3074457345616690170
3854667,991541-P,AMUSE Appeldoosje Groen,AMUSE Appeldoosje Groen,"1,99","1,99",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/48/55/asset-1524855.jpg,3074457345616728022
4942104,39960-P,Appel Pink Lady 6st,Appel Pink Lady 6st,"2,69","2,99",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/70/17/asset-4057017.jpg,3074457345616869000
4882676,8099-P,BONI appel jonagold 6st,BONI appel jonagold 6st,"1,70","1,70",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/54/33/asset-3905433.jpg,3074457345616857042
4675175,4568-P,BONI aardbeien 500g,BONI aardbeien 500g,"2,99","5,98",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/94/66/asset-3839466.jpg,3074457345616806556
4881882,1734-P,BONI Conférence Peren 6st,BONI Conférence Peren 6st,"2,19","2,19",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/13/62/asset-3831362.jpg,3074457345616853200
4890082,39533-P,"BONI Mandarijnen 1,5kg","BONI Mandarijnen 1,5kg","2,93","1,96",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/62/10/asset-3956210.jpg,3074457345616849324
4882342,5568-P,BONI appel granny 6st,BONI appel granny 6st,"2,20","2,20",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/13/64/asset-3831364.jpg,3074457345616853286
4885058,21767-P,BONI BIO Appel Bio 6st,BONI BIO Appel Bio 6st,"2,96","2,96",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/32/93/asset-3933293.jpg,3074457345616858736
4726853,20521-P,Appel Kanzi 6st,Appel Kanzi 6st,"3,69","3,69",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/42/55/asset-3764255.jpg,3074457345616816540
4882340,5527-P,BONI appel golden 6st,BONI appel golden 6st,"2,35","2,35",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/14/59/asset-3831459.jpg,3074457345616853690
4550753,14083-P,BONI eetsinaasappelen 2kg,BONI eetsinaasappelen 2kg,"2,75","1,38",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/07/43/asset-2730743.jpg,3074457345616792868
4678840,27448-P,BONI persappelsienen 3kg,BONI persappelsienen 3kg,"4,22","1,41",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/05/47/asset-3040547.jpg,3074457345616806946
4943640,40236-P,"BONI BIO Sinaasappel 1,5kg","BONI BIO Sinaasappel 1,5kg","3,89","2,60",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/82/47/asset-4028247.jpg,3074457345616869314
4687261,30600-P,BONI frambozen 125g,BONI frambozen 125g,"2,69","21,52",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/12/82/asset-3481282.jpg,3074457345616808844
4875101,38925-P,BONI Citroenen 1kg,BONI Citroenen 1kg,"1,98","1,98",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/62/09/asset-3956209.jpg,3074457345616845912
4848148,38274-P,BONI Appel Jonagored,BONI Appel Jonagored,"2,19","2,19",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/47/29/asset-3934729.jpg,3074457345616853418
4817135,10757-P,ZESPRI Kiwi Sungold 8st,ZESPRI Kiwi Sungold 8st,"4,75","0,60",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/28/15/asset-1542815.jpg,3074457345616835166
4843157,14806-P,BONI Pompelmoes roze 2kg,BONI Pompelmoes roze 2kg,"3,98","1,99",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/46/74/asset-3964674.jpg,3074457345616840496
4687236,30589-P,BONI blauwe bes 500g,BONI blauwe bes 500g,"6,99","13,98",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/32/57/asset-3323257.jpg,3074457345616808836
4687245,30595-P,BONI blauwe bes 300g,BONI blauwe bes 300g,"4,79","15,97",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/56/94/asset-3325694.jpg,3074457345616808840
4690786,3592-P,BONI blauwe bes 150g,BONI blauwe bes 150g,"2,75","18,34",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/93/42/asset-3209342.jpg,3074457345616809280
4855310,5454-P,BONI Kiwi Groen Jumbo 6st,BONI Kiwi Groen Jumbo 6st,"4,04","0,68",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/65/31/asset-3736531.jpg,3074457345616843080
4855331,5690-P,BONI Kiwi Groen ravier 1kg,BONI Kiwi Groen ravier 1kg,"3,99","3,99",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/46/46/asset-3964646.jpg,3074457345616843082
4690639,2900-P,BONI BIO blauwe bes 125g,BONI BIO blauwe bes 125g,"3,14","25,12",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/65/22/asset-3256522.jpg,3074457345616809274
4343751,16345-P,BONI appel mini coryphee 8st,BONI appel mini coryphee 8st,"2,19","2,19",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/39/90/asset-3943990.jpg,3074457345616790092
4411109,25263-P,pruimen,pruimen,"3,58","3,58",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/39/10/asset-2383910.jpg,3074457345616773138
4683554,7131-P,Kiwi Gold Bio 1st,Kiwi Gold Bio 1st,"1,09","1,09",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/33/78/asset-3343378.jpg,3074457345616808128
4885846,28191-P,MINNEOLA,MINNEOLA,"4,29","4,29",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/18/20/asset-3831820.jpg,3074457345616852940
4733802,13645-P,BONI Ananas Kroonloos,BONI Ananas Kroonloos,"1,66","1,66",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/58/12/asset-3955812.jpg,3074457345616818738
4513270,6592-P,Meloen Galia,Meloen Galia,"2,49","2,49",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/36/82/asset-333682.jpg,3074457345616789482
4708021,31597-P,BONI Ananasstukjes 230g,BONI Ananasstukjes 230g,"2,20","9,57",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/38/23/asset-3543823.jpg,3074457345616812196
4707119,31478-P,BONI Seizoensfruit 230g,BONI Seizoensfruit 230g,"2,79","12,14",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/84/36/asset-3178436.jpg,3074457345616812078
4790860,33447-P,BONI Fruitsalade 500g,BONI Fruitsalade 500g,"4,79","9,58",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/46/54/asset-3534654.jpg,3074457345616828586
4708301,31620-P,BONI Rode vruchtenmix 200g,BONI Rode vruchtenmix 200g,"3,79","18,95",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/84/38/asset-3178438.jpg,3074457345616812272
4943034,40131-P,BONI fruitbowl luxe 500g,BONI fruitbowl luxe 500g,"4,79","9,58",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/32/55/asset-4083255.jpg,3074457345616869224
4934231,24314-P,Papaya W,Papaya W,"4,99","4,99",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/90/46/asset-3969046.jpg,3074457345616864288
4909524,28460-P,BONI Fruitsalade Deluxe 180g,BONI Fruitsalade Deluxe 180g,"2,49","13,84",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/00/03/asset-4050003.jpg,3074457345616854800
1567217,29541-P,bakbananen,bakbananen,"2,99","2,99",EUR,N,true,,"Fruit, groenten, aardappelen en noten > Fruit",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/91/62/asset-339162.jpg,3074457345616688384
29750,29750-P,komkommer,komkommer,"0,95","0,95",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Groenten",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/28/96/asset-1152896.jpg,3074457345616676670
29522,29522-P,rode paprika,rode paprika,"2,96","2,96",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Groenten",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/16/97/asset-3801697.jpg,3074457345616678994
29707,29707-P,courgetten,courgetten,"1,97","1,97",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Groenten",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/79/80/asset-337980.jpg,3074457345616679110
1106651,29809-P,trostomaten,trostomaten,"2,49","2,49",EUR,Y,true,,"Fruit, groenten, aardappelen en noten > Groenten",https://www.collectandgo.be/wcsstore/CollectAndGoSFAS/images/JPG/200x200/std.lang.all/23/50/asset-392350.jpg,3074457345616681552
